Breakdown_ID,Tournament_ID,Platform,Broadcast_Language,Platform_Peak_Viewers,Platform_Hours_Watched_k,Viewer_Share_Pct
VBD_0000385,TN_000082,YouTube,Portuguese,25725,210.23,19.9
VBD_0000386,TN_000082,Twitch,Spanish,11400,93.17,8.8
VBD_0000387,TN_000082,Chzzk / AfreecaTV,Korean,7333,59.93,5.7
VBD_0000388,TN_000083,YouTube,Indonesian,27008,507.63,32.6
VBD_0000389,TN_000083,TikTok Live,Southeast Asian,21570,405.43,26.1
VBD_0000390,TN_000083,YouTube,Vietnamese,16974,319.04,20.5
VBD_0000391,TN_000083,Twitch,English,13271,249.44,16.0
VBD_0000392,TN_000083,Facebook Gaming,Portuguese,6528,122.7,7.9
VBD_0000393,TN_000084,Twitch,English,257229,12345.32,37.5
VBD_0000394,TN_000084,YouTube,Vietnamese,169585,8138.99,24.7
VBD_0000395,TN_000084,YouTube,Korean,146221,7017.66,21.3
VBD_0000396,TN_000084,AfreecaTV / SOOP,Korean,85170,4087.63,12.4
VBD_0000397,TN_000084,Twitch,Spanish,56019,2688.55,8.2
VBD_0000398,TN_000085,Twitch,English,664044,33132.25,49.4
VBD_0000399,TN_000085,YouTube,English,307577,15346.46,22.9
VBD_0000400,TN_000085,Twitch,European,210082,10482.0,15.6
VBD_0000401,TN_000085,YouTube,Asian,102212,5099.86,7.6
VBD_0000402,TN_000086,Twitch,English,469675,31967.88,51.8
VBD_0000403,TN_000086,YouTube,English,218537,14874.5,24.1
VBD_0000404,TN_000086,Twitch,European,125931,8571.35,13.9
VBD_0000405,TN_000086,YouTube,Asian,102790,6996.34,11.3
VBD_0000406,TN_000087,YouTube,Indonesian,435903,24139.64,33.9
VBD_0000407,TN_000087,TikTok Live,Southeast Asian,320219,17733.24,24.9
VBD_0000408,TN_000087,YouTube,Vietnamese,240638,13326.17,18.7
VBD_0000409,TN_000087,Twitch,English,220172,12192.79,17.1
VBD_0000410,TN_000087,Facebook Gaming,Portuguese,67676,3747.82,5.3
VBD_0000411,TN_000088,Twitch,English,74767,1104.23,46.4
VBD_0000412,TN_000088,Twitch,Russian,32138,474.65,20.0
VBD_0000413,TN_000088,YouTube,Portuguese,25101,370.72,15.6
VBD_0000414,TN_000088,Twitch,Spanish,17476,258.11,10.9
VBD_0000415,TN_000088,Chzzk / AfreecaTV,Korean,13534,199.88,8.4
VBD_0000416,TN_000089,Twitch,English,3187174,212949.53,48.2
VBD_0000417,TN_000089,YouTube,English,1537298,102713.85,23.2
VBD_0000418,TN_000089,Twitch,European,1181736,78957.16,17.9
VBD_0000419,TN_000089,YouTube,Asian,640356,42785.1,9.7
VBD_0000420,TN_000090,YouTube,Indonesian,816507,27097.23,37.6
VBD_0000421,TN_000090,TikTok Live,Southeast Asian,506811,16819.44,23.4
VBD_0000422,TN_000090,YouTube,Vietnamese,471925,15661.65,21.8
VBD_0000423,TN_000090,Twitch,English,288019,9558.42,13.3
VBD_0000424,TN_000090,Facebook Gaming,Portuguese,82259,2729.94,3.8
VBD_0000425,TN_000091,Twitch,English,734674,38157.54,45.0
VBD_0000426,TN_000091,Twitch,Russian,365624,18989.81,22.4
VBD_0000427,TN_000091,YouTube,Portuguese,331295,17206.85,20.3
VBD_0000428,TN_000091,Twitch,Spanish,174763,9076.88,10.7
VBD_0000429,TN_000091,Chzzk / AfreecaTV,Korean,106811,5547.6,6.5
VBD_0000430,TN_000092,Twitch,English,446831,30429.26,47.6
VBD_0000431,TN_000092,YouTube,English,232851,15857.17,24.8
VBD_0000432,TN_000092,Twitch,European,133054,9061.02,14.2
VBD_0000433,TN_000092,YouTube,Asian,68605,4672.01,7.3
VBD_0000434,TN_000093,Twitch,English,56209,1161.09,47.7
VBD_0000435,TN_000093,YouTube,English,26082,538.77,22.1
VBD_0000436,TN_000093,Twitch,European,14292,295.23,12.1
VBD_0000437,TN_000093,YouTube,Asian,8559,176.81,7.3
VBD_0000438,TN_000094,Twitch,English,147661,1985.28,50.0
VBD_0000439,TN_000094,YouTube,English,72498,974.72,24.5
VBD_0000440,TN_000094,Twitch,European,47192,634.49,16.0
VBD_0000441,TN_000094,YouTube,Asian,34341,461.71,11.6
VBD_0000442,TN_000095,Twitch,English,10579,276.0,44.1
VBD_0000443,TN_000095,Twitch,Russian,5248,136.92,21.9
VBD_0000444,TN_000095,YouTube,Portuguese,4345,113.37,18.1
VBD_0000445,TN_000095,Twitch,Spanish,2993,78.11,12.5
VBD_0000446,TN_000095,Chzzk / AfreecaTV,Korean,2207,57.59,9.2
VBD_0000447,TN_000096,Twitch,English,288532,15790.26,34.8
VBD_0000448,TN_000096,YouTube,Vietnamese,220732,12079.84,26.6
VBD_0000449,TN_000096,YouTube,Korean,158483,8673.2,19.1
VBD_0000450,TN_000096,AfreecaTV / SOOP,Korean,106332,5819.14,12.8
VBD_0000451,TN_000096,Twitch,Spanish,88371,4836.25,10.7
VBD_0000452,TN_000097,Twitch,English,268071,11609.68,43.4
VBD_0000453,TN_000097,Twitch,Russian,138381,5993.04,22.4
VBD_0000454,TN_000097,YouTube,Portuguese,94709,4101.7,15.3
VBD_0000455,TN_000097,Twitch,Spanish,67370,2917.69,10.9
VBD_0000456,TN_000097,Chzzk / AfreecaTV,Korean,40372,1748.48,6.5
VBD_0000457,TN_000098,Twitch,English,188032,3308.89,47.6
VBD_0000458,TN_000098,YouTube,English,103558,1822.38,26.2
VBD_0000459,TN_000098,Twitch,European,55277,972.74,14.0
VBD_0000460,TN_000098,YouTube,Asian,32784,576.92,8.3
VBD_0000461,TN_000099,Twitch,English,3644201,121573.52,50.0
VBD_0000462,TN_000099,YouTube,English,1996850,66616.53,27.4
VBD_0000463,TN_000099,Twitch,European,1306547,43587.49,17.9
VBD_0000464,TN_000099,YouTube,Asian,601525,20067.37,8.2
VBD_0000465,TN_000100,Twitch,English,105082,2670.37,51.4
VBD_0000466,TN_000100,YouTube,English,50732,1289.21,24.8
VBD_0000467,TN_000100,Twitch,European,31604,803.14,15.5
VBD_0000468,TN_000100,YouTube,Asian,24477,622.02,12.0
VBD_0000469,TN_000101,Twitch,English,45400,774.27,43.0
VBD_0000470,TN_000101,Twitch,Russian,23463,400.15,22.2
VBD_0000471,TN_000101,YouTube,Portuguese,21885,373.25,20.7
VBD_0000472,TN_000101,Twitch,Spanish,9207,157.03,8.7
VBD_0000473,TN_000101,Chzzk / AfreecaTV,Korean,9559,163.03,9.1
VBD_0000474,TN_000102,YouTube,Indonesian,604890,28817.07,34.3
VBD_0000475,TN_000102,TikTok Live,Southeast Asian,407691,19422.46,23.1
VBD_0000476,TN_000102,YouTube,Vietnamese,341531,16270.61,19.4
VBD_0000477,TN_000102,Twitch,English,266113,12677.69,15.1
VBD_0000478,TN_000102,Facebook Gaming,Portuguese,99898,4759.17,5.7
VBD_0000479,TN_000103,Twitch,English,26036,304.73,43.9
VBD_0000480,TN_000103,Twitch,Russian,10397,121.69,17.5
VBD_0000481,TN_000103,YouTube,Portuguese,11553,135.21,19.5
VBD_0000482,TN_000103,Twitch,Spanish,5389,63.07,9.1
VBD_0000483,TN_000103,Chzzk / AfreecaTV,Korean,4750,55.6,8.0
VBD_0000484,TN_000104,Twitch,English,3196847,114584.32,46.6
VBD_0000485,TN_000104,Twitch,Russian,1252321,44886.86,18.2
VBD_0000486,TN_000104,YouTube,Portuguese,1232653,44181.9,18.0
VBD_0000487,TN_000104,Twitch,Spanish,834641,29915.99,12.2
VBD_0000488,TN_000104,Chzzk / AfreecaTV,Korean,285485,10232.63,4.2
VBD_0000489,TN_000105,Twitch,English,22552,687.69,49.0
VBD_0000490,TN_000105,YouTube,English,11801,359.86,25.6
VBD_0000491,TN_000105,Twitch,European,7554,230.36,16.4
VBD_0000492,TN_000105,YouTube,Asian,4083,124.51,8.9
VBD_0000493,TN_000106,YouTube,Indonesian,511625,20397.59,35.9
VBD_0000494,TN_000106,TikTok Live,Southeast Asian,334945,13353.67,23.5
VBD_0000495,TN_000106,YouTube,Vietnamese,294273,11732.18,20.7
VBD_0000496,TN_000106,Twitch,English,240170,9575.19,16.9
VBD_0000497,TN_000106,Facebook Gaming,Portuguese,96832,3860.54,6.8
VBD_0000498,TN_000107,YouTube,Indonesian,95108,2786.44,35.6
VBD_0000499,TN_000107,TikTok Live,Southeast Asian,67895,1989.16,25.4
VBD_0000500,TN_000107,YouTube,Vietnamese,56051,1642.18,21.0
VBD_0000501,TN_000107,Twitch,English,37156,1088.61,13.9
VBD_0000502,TN_000107,Facebook Gaming,Portuguese,16236,475.7,6.1
VBD_0000503,TN_000108,Twitch,English,42998,537.77,52.8
VBD_0000504,TN_000108,YouTube,English,21617,270.36,26.6
VBD_0000505,TN_000108,Twitch,European,12949,161.96,15.9
VBD_0000506,TN_000108,YouTube,Asian,6556,82.0,8.1
VBD_0000507,TN_000109,YouTube,Indonesian,55783,1841.56,33.6
VBD_0000508,TN_000109,TikTok Live,Southeast Asian,38569,1273.28,23.2
VBD_0000509,TN_000109,YouTube,Vietnamese,31014,1023.87,18.7
VBD_0000510,TN_000109,Twitch,English,29564,976.01,17.8
VBD_0000511,TN_000109,Facebook Gaming,Portuguese,12771,421.62,7.7
VBD_0000512,TN_000110,Twitch,English,1362752,49097.93,36.3
VBD_0000513,TN_000110,YouTube,Vietnamese,857707,30901.92,22.8
VBD_0000514,TN_000110,YouTube,Korean,749298,26996.12,20.0
VBD_0000515,TN_000110,AfreecaTV / SOOP,Korean,549896,19811.95,14.6
VBD_0000516,TN_000110,Twitch,Spanish,204482,7367.2,5.4
VBD_0000517,TN_000111,Twitch,English,44290,507.69,34.1
VBD_0000518,TN_000111,YouTube,Vietnamese,35198,403.47,27.1
VBD_0000519,TN_000111,YouTube,Korean,23841,273.28,18.4
VBD_0000520,TN_000111,AfreecaTV / SOOP,Korean,16633,190.66,12.8
VBD_0000521,TN_000111,Twitch,Spanish,10599,121.5,8.2
VBD_0000522,TN_000112,Twitch,English,64459,1102.73,42.0
VBD_0000523,TN_000112,Twitch,Russian,30161,515.99,19.7
VBD_0000524,TN_000112,YouTube,Portuguese,25951,443.97,16.9
VBD_0000525,TN_000112,Twitch,Spanish,11745,200.93,7.7
VBD_0000526,TN_000112,Chzzk / AfreecaTV,Korean,11117,190.2,7.2
VBD_0000527,TN_000113,Twitch,English,655447,57916.9,49.1
VBD_0000528,TN_000113,YouTube,English,345468,30526.36,25.9
VBD_0000529,TN_000113,Twitch,European,169698,14994.91,12.7
VBD_0000530,TN_000113,YouTube,Asian,95894,8473.42,7.2
VBD_0000531,TN_000114,YouTube,Indonesian,73604,1366.11,33.1
VBD_0000532,TN_000114,TikTok Live,Southeast Asian,57549,1068.12,25.9
VBD_0000533,TN_000114,YouTube,Vietnamese,43536,808.05,19.6
VBD_0000534,TN_000114,Twitch,English,28384,526.82,12.8
VBD_0000535,TN_000114,Facebook Gaming,Portuguese,4693,87.11,2.1
VBD_0000536,TN_000115,Twitch,English,35988,486.83,34.1
VBD_0000537,TN_000115,YouTube,Vietnamese,23864,322.82,22.6
VBD_0000538,TN_000115,YouTube,Korean,19682,266.26,18.7
VBD_0000539,TN_000115,AfreecaTV / SOOP,Korean,14183,191.86,13.5
VBD_0000540,TN_000115,Twitch,Spanish,7892,106.77,7.5
VBD_0000541,TN_000116,Twitch,English,90761,2569.44,37.7
VBD_0000542,TN_000116,YouTube,Vietnamese,54068,1530.66,22.5
VBD_0000543,TN_000116,YouTube,Korean,46813,1325.28,19.4
VBD_0000544,TN_000116,AfreecaTV / SOOP,Korean,27474,777.8,11.4
VBD_0000545,TN_000116,Twitch,Spanish,18665,528.42,7.8
VBD_0000546,TN_000117,Twitch,English,60710,1315.1,44.3
VBD_0000547,TN_000117,Twitch,Russian,23398,506.84,17.1
VBD_0000548,TN_000117,YouTube,Portuguese,21335,462.16,15.6
VBD_0000549,TN_000117,Twitch,Spanish,12341,267.35,9.0
VBD_0000550,TN_000117,Chzzk / AfreecaTV,Korean,11383,246.58,8.3
VBD_0000551,TN_000118,YouTube,Indonesian,12513,85.78,33.4
VBD_0000552,TN_000118,TikTok Live,Southeast Asian,10476,71.82,28.0
VBD_0000553,TN_000118,YouTube,Vietnamese,8095,55.5,21.6
VBD_0000554,TN_000118,Twitch,English,4496,30.83,12.0
VBD_0000555,TN_000118,Facebook Gaming,Portuguese,1165,7.99,3.1
VBD_0000556,TN_000119,Twitch,English,536933,22896.14,50.9
VBD_0000557,TN_000119,YouTube,English,253609,10814.5,24.1
VBD_0000558,TN_000119,Twitch,European,150469,6416.38,14.3
VBD_0000559,TN_000119,YouTube,Asian,93044,3967.64,8.8
VBD_0000560,TN_000120,Twitch,English,25209,323.79,34.2
VBD_0000561,TN_000120,YouTube,Vietnamese,19937,256.08,27.1
VBD_0000562,TN_000120,YouTube,Korean,16262,208.88,22.1
VBD_0000563,TN_000120,AfreecaTV / SOOP,Korean,10332,132.71,14.0
VBD_0000564,TN_000120,Twitch,Spanish,5428,69.72,7.4
VBD_0000565,TN_000121,Twitch,English,844005,42920.21,46.5
VBD_0000566,TN_000121,Twitch,Russian,404865,20588.59,22.3
VBD_0000567,TN_000121,YouTube,Portuguese,351407,17870.1,19.4
VBD_0000568,TN_000121,Twitch,Spanish,191182,9722.18,10.5
VBD_0000569,TN_000121,Chzzk / AfreecaTV,Korean,124570,6334.78,6.9
VBD_0000570,TN_000122,Twitch,English,33337,503.89,37.8
VBD_0000571,TN_000122,YouTube,Vietnamese,19821,299.6,22.5
VBD_0000572,TN_000122,YouTube,Korean,15285,231.04,17.4
VBD_0000573,TN_000122,AfreecaTV / SOOP,Korean,7942,120.05,9.0
VBD_0000574,TN_000122,Twitch,Spanish,7150,108.09,8.1
VBD_0000575,TN_000123,YouTube,Indonesian,95581,734.22,35.7
VBD_0000576,TN_000123,TikTok Live,Southeast Asian,71657,550.45,26.8
VBD_0000577,TN_000123,YouTube,Vietnamese,58417,448.74,21.8
VBD_0000578,TN_000123,Twitch,English,34581,265.65,12.9
VBD_0000579,TN_000123,Facebook Gaming,Portuguese,9272,71.23,3.5
VBD_0000580,TN_000124,YouTube,Indonesian,30637,1162.85,35.7
VBD_0000581,TN_000124,TikTok Live,Southeast Asian,20425,775.26,23.8
VBD_0000582,TN_000124,YouTube,Vietnamese,19096,724.82,22.2
VBD_0000583,TN_000124,Twitch,English,14226,539.98,16.6
VBD_0000584,TN_000124,Facebook Gaming,Portuguese,2675,101.54,3.1
VBD_0000585,TN_000125,YouTube,Indonesian,85804,999.16,33.9
VBD_0000586,TN_000125,TikTok Live,Southeast Asian,63120,735.02,24.9
VBD_0000587,TN_000125,YouTube,Vietnamese,43430,505.74,17.1
VBD_0000588,TN_000125,Twitch,English,36762,428.09,14.5
VBD_0000589,TN_000125,Facebook Gaming,Portuguese,6552,76.3,2.6
VBD_0000590,TN_000126,YouTube,Indonesian,2201858,79259.77,34.3
VBD_0000591,TN_000126,TikTok Live,Southeast Asian,1735616,62476.57,27.0
VBD_0000592,TN_000126,YouTube,Vietnamese,1177826,42397.94,18.3
VBD_0000593,TN_000126,Twitch,English,1094442,39396.38,17.0
VBD_0000594,TN_000126,Facebook Gaming,Portuguese,307100,11054.63,4.8
VBD_0000595,TN_000127,Twitch,English,32860,143.91,52.0
VBD_0000596,TN_000127,YouTube,English,16893,73.99,26.7
VBD_0000597,TN_000127,Twitch,European,8800,38.54,13.9
VBD_0000598,TN_000127,YouTube,Asian,7363,32.25,11.7
VBD_0000599,TN_000128,Twitch,English,493110,22337.27,37.2
VBD_0000600,TN_000128,YouTube,Vietnamese,304393,13788.62,23.0
VBD_0000601,TN_000128,YouTube,Korean,272470,12342.54,20.6
VBD_0000602,TN_000128,AfreecaTV / SOOP,Korean,194710,8820.14,14.7
VBD_0000603,TN_000128,Twitch,Spanish,122555,5551.59,9.3
VBD_0000604,TN_000129,YouTube,Indonesian,406696,18379.63,32.4
VBD_0000605,TN_000129,TikTok Live,Southeast Asian,343023,15502.07,27.3
VBD_0000606,TN_000129,YouTube,Vietnamese,244696,11058.43,19.5
VBD_0000607,TN_000129,Twitch,English,194088,8771.32,15.5
VBD_0000608,TN_000129,Facebook Gaming,Portuguese,29785,1346.06,2.4
VBD_0000609,TN_000130,YouTube,Indonesian,112603,4115.38,35.5
VBD_0000610,TN_000130,TikTok Live,Southeast Asian,82249,3006.02,25.9
VBD_0000611,TN_000130,YouTube,Vietnamese,56117,2050.97,17.7
VBD_0000612,TN_000130,Twitch,English,54648,1997.26,17.2
VBD_0000613,TN_000130,Facebook Gaming,Portuguese,15480,565.78,4.9
VBD_0000614,TN_000131,Twitch,English,55612,2003.68,47.2
VBD_0000615,TN_000131,Twitch,Russian,20407,735.28,17.3
VBD_0000616,TN_000131,YouTube,Portuguese,20508,738.91,17.4
VBD_0000617,TN_000131,Twitch,Spanish,11067,398.76,9.4
VBD_0000618,TN_000131,Chzzk / AfreecaTV,Korean,5103,183.89,4.3
VBD_0000619,TN_000132,Twitch,English,95418,1726.06,44.6
VBD_0000620,TN_000132,Twitch,Russian,47537,859.94,22.2
VBD_0000621,TN_000132,YouTube,Portuguese,32831,593.9,15.3
VBD_0000622,TN_000132,Twitch,Spanish,22371,404.69,10.5
VBD_0000623,TN_000132,Chzzk / AfreecaTV,Korean,12012,217.31,5.6
VBD_0000624,TN_000133,YouTube,Indonesian,38024,394.21,32.7
VBD_0000625,TN_000133,TikTok Live,Southeast Asian,30149,312.56,25.9
VBD_0000626,TN_000133,YouTube,Vietnamese,23760,246.33,20.4
VBD_0000627,TN_000133,Twitch,English,19907,206.39,17.1
VBD_0000628,TN_000133,Facebook Gaming,Portuguese,5596,58.02,4.8
VBD_0000629,TN_000134,Twitch,English,14228,384.04,45.7
VBD_0000630,TN_000134,Twitch,Russian,6559,177.07,21.0
VBD_0000631,TN_000134,YouTube,Portuguese,4869,131.43,15.6
VBD_0000632,TN_000134,Twitch,Spanish,3257,87.92,10.5
VBD_0000633,TN_000134,Chzzk / AfreecaTV,Korean,1779,48.04,5.7
VBD_0000634,TN_000135,YouTube,Indonesian,39379,554.72,34.7
VBD_0000635,TN_000135,TikTok Live,Southeast Asian,28866,406.63,25.4
VBD_0000636,TN_000135,YouTube,Vietnamese,23555,331.81,20.7
VBD_0000637,TN_000135,Twitch,English,18223,256.7,16.0
VBD_0000638,TN_000135,Facebook Gaming,Portuguese,6018,84.78,5.3
VBD_0000639,TN_000136,Twitch,English,41291,714.57,33.6
VBD_0000640,TN_000136,YouTube,Vietnamese,30110,521.07,24.5
VBD_0000641,TN_000136,YouTube,Korean,21384,370.08,17.4
VBD_0000642,TN_000136,AfreecaTV / SOOP,Korean,12147,210.21,9.9
VBD_0000643,TN_000136,Twitch,Spanish,10597,183.4,8.6
VBD_0000644,TN_000137,Twitch,English,169180,1745.65,37.6
VBD_0000645,TN_000137,YouTube,Vietnamese,104953,1082.94,23.3
VBD_0000646,TN_000137,YouTube,Korean,90389,932.66,20.1
VBD_0000647,TN_000137,AfreecaTV / SOOP,Korean,60799,627.35,13.5
VBD_0000648,TN_000137,Twitch,Spanish,37123,383.05,8.2
VBD_0000649,TN_000138,YouTube,Indonesian,17309,237.31,33.9
VBD_0000650,TN_000138,TikTok Live,Southeast Asian,12683,173.89,24.8
VBD_0000651,TN_000138,YouTube,Vietnamese,11294,154.84,22.1
VBD_0000652,TN_000138,Twitch,English,7787,106.76,15.2
VBD_0000653,TN_000138,Facebook Gaming,Portuguese,3801,52.12,7.4
VBD_0000654,TN_000139,Twitch,English,1881516,120675.89,47.9
VBD_0000655,TN_000139,YouTube,English,1047036,67154.37,26.7
VBD_0000656,TN_000139,Twitch,European,578432,37099.25,14.7
VBD_0000657,TN_000139,YouTube,Asian,421323,27022.63,10.7
VBD_0000658,TN_000140,Twitch,English,53962,629.22,47.9
VBD_0000659,TN_000140,Twitch,Russian,24150,281.6,21.4
VBD_0000660,TN_000140,YouTube,Portuguese,20526,239.35,18.2
VBD_0000661,TN_000140,Twitch,Spanish,10793,125.86,9.6
VBD_0000662,TN_000140,Chzzk / AfreecaTV,Korean,5700,66.47,5.1
VBD_0000663,TN_000141,Twitch,English,40428,626.14,52.9
VBD_0000664,TN_000141,YouTube,English,21027,325.66,27.5
VBD_0000665,TN_000141,Twitch,European,10026,155.29,13.1
VBD_0000666,TN_000141,YouTube,Asian,8538,132.24,11.2
VBD_0000667,TN_000142,Twitch,English,87844,1380.03,47.1
VBD_0000668,TN_000142,YouTube,English,49781,782.05,26.7
VBD_0000669,TN_000142,Twitch,European,22793,358.09,12.2
VBD_0000670,TN_000142,YouTube,Asian,21046,330.64,11.3
VBD_0000671,TN_000143,Twitch,English,79530,1723.3,32.4
VBD_0000672,TN_000143,YouTube,Vietnamese,58801,1274.12,23.9
VBD_0000673,TN_000143,YouTube,Korean,48935,1060.34,19.9
VBD_0000674,TN_000143,AfreecaTV / SOOP,Korean,27004,585.15,11.0
VBD_0000675,TN_000143,Twitch,Spanish,26833,581.44,10.9
VBD_0000676,TN_000144,Twitch,English,24926,599.64,32.1
VBD_0000677,TN_000144,YouTube,Vietnamese,20871,502.1,26.9
VBD_0000678,TN_000144,YouTube,Korean,14108,339.4,18.2
VBD_0000679,TN_000144,AfreecaTV / SOOP,Korean,10536,253.46,13.6
VBD_0000680,TN_000144,Twitch,Spanish,8268,198.91,10.6
VBD_0000681,TN_000145,YouTube,Indonesian,523290,31112.16,34.3
VBD_0000682,TN_000145,TikTok Live,Southeast Asian,414072,24618.65,27.1
VBD_0000683,TN_000145,YouTube,Vietnamese,325813,19371.21,21.4
VBD_0000684,TN_000145,Twitch,English,191072,11360.22,12.5
VBD_0000685,TN_000145,Facebook Gaming,Portuguese,106948,6358.61,7.0
VBD_0000686,TN_000146,Twitch,English,104250,665.2,49.3
VBD_0000687,TN_000146,YouTube,English,56234,358.82,26.6
VBD_0000688,TN_000146,Twitch,European,32002,204.2,15.1
VBD_0000689,TN_000146,YouTube,Asian,15644,99.82,7.4
VBD_0000690,TN_000147,Twitch,English,669252,45472.78,42.1
VBD_0000691,TN_000147,Twitch,Russian,285401,19391.8,18.0
VBD_0000692,TN_000147,YouTube,Portuguese,289406,19663.92,18.2
VBD_0000693,TN_000147,Twitch,Spanish,201613,13698.77,12.7
VBD_0000694,TN_000147,Chzzk / AfreecaTV,Korean,135324,9194.69,8.5
VBD_0000695,TN_000148,Twitch,English,138656,1270.63,44.4
VBD_0000696,TN_000148,Twitch,Russian,70614,647.1,22.6
VBD_0000697,TN_000148,YouTube,Portuguese,58837,539.18,18.9
VBD_0000698,TN_000148,Twitch,Spanish,37430,343.01,12.0
VBD_0000699,TN_000148,Chzzk / AfreecaTV,Korean,27668,253.55,8.9
VBD_0000700,TN_000149,Twitch,English,67011,560.34,32.7
VBD_0000701,TN_000149,YouTube,Vietnamese,48014,401.48,23.4
VBD_0000702,TN_000149,YouTube,Korean,35802,299.37,17.5
VBD_0000703,TN_000149,AfreecaTV / SOOP,Korean,28171,235.56,13.8
VBD_0000704,TN_000149,Twitch,Spanish,10929,91.39,5.3
VBD_0000705,TN_000150,Twitch,English,107010,2347.26,33.7
VBD_0000706,TN_000150,YouTube,Vietnamese,82119,1801.28,25.8
VBD_0000707,TN_000150,YouTube,Korean,66687,1462.78,21.0
VBD_0000708,TN_000150,AfreecaTV / SOOP,Korean,43526,954.74,13.7
VBD_0000709,TN_000150,Twitch,Spanish,28488,624.89,9.0
VBD_0000710,TN_000151,Twitch,English,72451,1116.6,49.2
VBD_0000711,TN_000151,YouTube,English,37401,576.42,25.4
VBD_0000712,TN_000151,Twitch,European,23294,359.0,15.8
VBD_0000713,TN_000151,YouTube,Asian,14441,222.56,9.8
VBD_0000714,TN_000152,Twitch,English,351628,35501.95,45.2
VBD_0000715,TN_000152,Twitch,Russian,169298,17093.07,21.8
VBD_0000716,TN_000152,YouTube,Portuguese,122119,12329.72,15.7
VBD_0000717,TN_000152,Twitch,Spanish,84906,8572.48,10.9
VBD_0000718,TN_000152,Chzzk / AfreecaTV,Korean,59606,6018.11,7.7
VBD_0000719,TN_000153,Twitch,English,910288,67152.13,44.2
VBD_0000720,TN_000153,Twitch,Russian,413576,30509.61,20.1
VBD_0000721,TN_000153,YouTube,Portuguese,318225,23475.51,15.4
VBD_0000722,TN_000153,Twitch,Spanish,174030,12838.28,8.4
VBD_0000723,TN_000153,Chzzk / AfreecaTV,Korean,182169,13438.63,8.8
VBD_0000724,TN_000154,Twitch,English,482206,21434.45,46.8
VBD_0000725,TN_000154,Twitch,Russian,176713,7855.03,17.2
VBD_0000726,TN_000154,YouTube,Portuguese,210270,9346.66,20.4
VBD_0000727,TN_000154,Twitch,Spanish,108809,4836.65,10.6
VBD_0000728,TN_000154,Chzzk / AfreecaTV,Korean,59973,2665.89,5.8
VBD_0000729,TN_000155,Twitch,English,101619,3763.39,36.4
VBD_0000730,TN_000155,YouTube,Vietnamese,66128,2449.02,23.7
VBD_0000731,TN_000155,YouTube,Korean,51840,1919.88,18.6
VBD_0000732,TN_000155,AfreecaTV / SOOP,Korean,38021,1408.08,13.6
VBD_0000733,TN_000155,Twitch,Spanish,25387,940.19,9.1
VBD_0000734,TN_000156,YouTube,Indonesian,603807,33700.94,35.3
VBD_0000735,TN_000156,TikTok Live,Southeast Asian,410291,22900.04,24.0
VBD_0000736,TN_000156,YouTube,Vietnamese,353081,19706.9,20.6
VBD_0000737,TN_000156,Twitch,English,228262,12740.25,13.3
VBD_0000738,TN_000156,Facebook Gaming,Portuguese,60414,3371.96,3.5
VBD_0000739,TN_000157,Twitch,English,49741,987.0,47.9
VBD_0000740,TN_000157,YouTube,English,26314,522.15,25.4
VBD_0000741,TN_000157,Twitch,European,17972,356.63,17.3
VBD_0000742,TN_000157,YouTube,Asian,13487,267.64,13.0
VBD_0000743,TN_000158,Twitch,English,152764,3599.19,46.2
VBD_0000744,TN_000158,Twitch,Russian,75563,1780.3,22.9
VBD_0000745,TN_000158,YouTube,Portuguese,61917,1458.8,18.7
VBD_0000746,TN_000158,Twitch,Spanish,36733,865.47,11.1
VBD_0000747,TN_000158,Chzzk / AfreecaTV,Korean,21827,514.27,6.6
VBD_0000748,TN_000159,Twitch,English,27518,578.46,37.1
VBD_0000749,TN_000159,YouTube,Vietnamese,18997,399.35,25.6
VBD_0000750,TN_000159,YouTube,Korean,12720,267.39,17.1
VBD_0000751,TN_000159,AfreecaTV / SOOP,Korean,8914,187.4,12.0
VBD_0000752,TN_000159,Twitch,Spanish,8140,171.13,11.0
VBD_0000753,TN_000160,Twitch,English,68579,1546.79,52.7
VBD_0000754,TN_000160,YouTube,English,28995,653.98,22.3
VBD_0000755,TN_000160,Twitch,European,18901,426.31,14.5
VBD_0000756,TN_000160,YouTube,Asian,16296,367.55,12.5
VBD_0000757,TN_000161,Twitch,English,48390,1332.78,42.4
VBD_0000758,TN_000161,Twitch,Russian,25962,715.08,22.8
VBD_0000759,TN_000161,YouTube,Portuguese,19099,526.04,16.7
VBD_0000760,TN_000161,Twitch,Spanish,13867,381.94,12.2
VBD_0000761,TN_000161,Chzzk / AfreecaTV,Korean,7495,206.45,6.6
