Tournament_ID,Tournament_Name,Game_ID,Year,Month,Start_Date,End_Date,Duration_Days,Tier,Tournament_Type,Organizer,Host_Country,Host_City,Host_Country_ISO,Prize_Pool_USD,Is_Crowdfunded,Peak_Viewers,Average_Viewers,Hours_Watched_Thousands,Air_Time_Hours,Winning_Team_ID,Prize_Per_Viewer_Ratio,Prize_Pool_Raw
TN_000104,Counter-Strike 2 Tier Championship 2021,G_03,2021,5,2021-05-25,2021-06-10,16,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,Vietnam,Hanoi,VNM,1455299.83,0,6866388.0,1922745,246111.36,128,TM_00047,0.2119,"$1,455,299.83"
TN_000105,Rocket League Tier Championship 2012,G_10,2012,1,2012-01-27,2012-02-05,9,Tier 4 (Regional / Qualifier),Online,BLAST,Online,Online,GLB,5864.24,0,46071.0,19512,1404.86,72,TM_00100,0.1273,"$5,864.24"
TN_000106,Fortnite Tier Championship 2022,G_08,2022,3,2022-03-12,2022-04-04,23,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,Thailand,Bangkok,THA,261608.68,0,1424900.0,411654,56808.25,138,TM_00112,0.1836,"$261,608.68"
TN_000107,Apex Legends Tier Championship 2024,G_12,2024,7,2024-07-26,2024-08-09,14,Tier 3 (B-Tier / Minor),Offline (LAN),EA / Respawn,France,Paris,FRA,52107.88,0,267441.0,79953,7835.39,98,TM_00152,0.1948,"$52,107.88"
TN_000108,Street Fighter 6 Tier Championship 2022,G_17,2022,6,2022-06-18,2022-06-25,7,Tier 4 (Regional / Qualifier),Offline (LAN),PGL,Germany,,DEU,33735.68,0,81395.0,29085,1017.98,35,TM_00088,0.4145,"$33,735.68"
TN_000109,PUBG: Battlegrounds Tier Championship 2014,G_18,2014,11,2014-11-03,2014-11-13,10,Tier 3 (B-Tier / Minor),Online,Krafton,Online,Online,GLB,26910.22,0,166140.0,68559,5484.72,80,TM_00045,0.162,"$26,910.22"
TN_000110,League of Legends Tier Championship 2016,G_01,2016,5,2016-05-14,2016-06-06,23,Tier 1 (S-Tier / Premier),Offline (LAN),Moonton,Vietnam,Hanoi,VNM,1138460.82,0,3754195.0,1176157,135258.05,115,TM_00018,0.3033,"$1,138,460.82"
TN_000111,Dota 2 Tier Championship 2025,G_02,2025,4,2025-04-24,2025-04-28,4,Tier 3 (B-Tier / Minor),Online,Valve,Online,Online,GLB,80022.92,1,129777.0,53128,1487.58,28,TM_00005,0.6166,"$80,022.92"
TN_000112,Rainbow Six Siege Tier Championship 2017,G_09,2017,4,2017-04-18,2017-04-25,7,Tier 3 (B-Tier / Minor),Offline (LAN),Ubisoft,Germany,Berlin,DEU,80170.03,0,153353.0,53540,2623.46,49,TM_00127,0.5228,"$80,170.03"
TN_000113,Rocket League Tier Championship 2019,G_10,2019,12,2019-12-05,2020-01-07,33,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,Saudi Arabia,Riyadh,SAU,314522.81,0,1334994.0,510663,117963.15,231,TM_00118,0.2356,"$314,522.81"
TN_000114,Apex Legends Tier Championship 2016,G_12,2016,1,2016-01-10,2016-01-23,13,Tier 3 (B-Tier / Minor),Online,EA / Respawn,Online,Online,GLB,32608.33,0,222042.0,63402,4121.13,65,TM_00085,0.1469,"$32,608.33"
TN_000115,Arena of Valor Tier Championship 2017,G_06,2017,5,2017-05-08,2017-05-14,6,Tier 4 (Regional / Qualifier),Offline (LAN),Tencent / Garena,Poland,Katowice,POL,10095.01,0,105443.0,39621,1426.36,36,TM_00103,0.0957,TBD / Postponed
TN_000116,Dota 2 Tier Championship 2022,G_02,2022,6,2022-06-07,2022-06-18,11,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,164340.62,1,240698.0,88495,6814.11,77,TM_00004,0.6828,"$164,340.62"
TN_000117,CrossFire Tier Championship 2018,G_20,2018,12,2018-12-04,2018-12-13,9,Tier 3 (B-Tier / Minor),Online,Smilegate,Online,Online,GLB,68941.65,0,137173.0,55026,2971.4,54,TM_00120,0.5026,"$68,941.65"
TN_000118,Free Fire Tier Championship 2020,G_14,2020,3,2020-03-26,2020-03-30,4,Tier 4 (Regional / Qualifier),Offline (LAN),Garena,United States,Seattle,USA,19221.77,0,37456.0,12839,256.78,20,TM_00101,0.5132,"$19,221.77"
TN_000119,Teamfight Tactics Tier Championship 2022,G_19,2022,12,2022-12-20,2023-01-19,30,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Saudi Arabia,Riyadh,SAU,639959.25,0,1054377.0,299741,44961.15,150,TM_00153,0.607,"$639,959.25"
TN_000120,Dota 2 Tier Championship 2014,G_02,2014,9,2014-09-02,2014-09-08,6,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Poland,Katowice,POL,11851.09,1,73666.0,31539,946.17,30,TM_00029,0.1609,"$11,851.09"
TN_000121,Counter-Strike 2 Tier Championship 2021,G_03,2021,11,2021-11-22,2021-12-21,29,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Poland,Katowice,POL,130677.88,0,1815992.0,530739,92348.59,174,TM_00144,0.072,"$130,677.88"
TN_000122,Mobile Legends: Bang Bang Tier Championship 2014,G_07,2014,7,2014-07-21,2014-07-27,6,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,Singapore,Singapore,SGP,49552.05,0,88089.0,27739,1331.47,48,TM_00013,0.5625,"$49,552.05"
TN_000123,Free Fire Tier Championship 2021,G_14,2021,1,2021-01-24,2021-01-28,4,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,47963.85,0,267841.0,102873,2057.46,20,TM_00157,0.1791,"$47,963.85"
TN_000124,Fortnite Tier Championship 2013,G_08,2013,10,2013-10-25,2013-11-05,11,Tier 3 (B-Tier / Minor),Online,Epic Games,Online,Online,GLB,56686.1,0,85888.0,37044,3259.87,88,TM_00070,0.66,"$56,686.10"
TN_000125,Apex Legends Tier Championship 2021,G_12,2021,6,2021-06-13,2021-06-17,4,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,57401.4,0,253381.0,92204,2950.53,32,TM_00107,0.2265,"$57,401.40"
TN_000126,Apex Legends Tier Championship 2021,G_12,2021,9,2021-09-24,2021-10-08,14,Tier 1 (S-Tier / Premier),Offline (LAN),EA / Respawn,South Korea,Seoul,KOR,1824764.01,0,6428551.0,2754845,231406.98,84,TM_00038,0.2839,"$1,824,764.01"
TN_000127,Tekken 8 Tier Championship 2019,G_16,2019,4,2019-04-27,2019-04-30,3,Tier 4 (Regional / Qualifier),Online,Bandai Namco,Online,Online,GLB,11028.5,0,63171.0,18444,276.66,15,TM_00160,0.1746,"$11,028.50"
TN_000128,Arena of Valor Tier Championship 2023,G_06,2023,10,2023-10-04,2023-10-31,27,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,Singapore,Singapore,SGP,1168787.86,0,1324054.0,444281,59977.93,135,TM_00031,0.8827,"$1,168,787.86"
TN_000129,Fortnite Tier Championship 2020,G_08,2020,9,2020-09-05,2020-09-26,21,Tier 2 (A-Tier / Major),Offline (LAN),Garena,South Korea,Seoul,KOR,163232.51,0,1254393.0,385640,56689.08,147,TM_00055,0.1301,"$163,232.51"
TN_000130,PUBG Mobile Tier Championship 2016,G_05,2016,8,2016-08-21,2016-09-04,14,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,56746.46,0,317614.0,118449,11608.0,98,TM_00139,0.1787,"$56,746.46"
TN_000131,Rainbow Six Siege Tier Championship 2012,G_09,2012,12,2012-12-10,2012-12-22,12,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,150909.49,0,117943.0,44265,4249.44,96,TM_00127,1.2795,"$150,909.49"
TN_000132,VALORANT Tier Championship 2022,G_04,2022,1,2022-01-20,2022-01-29,9,Tier 3 (B-Tier / Minor),Offline (LAN),BLAST,Poland,Katowice,POL,43651.1,0,213938.0,61429,3870.03,63,TM_00017,0.204,"$43,651.10"
TN_000133,Apex Legends Tier Championship 2019,G_12,2019,3,2019-03-02,2019-03-09,7,Tier 4 (Regional / Qualifier),Offline (LAN),EA / Respawn,United States,,USA,41944.45,0,,34425,1204.88,35,TM_00107,0.3609,"$41,944.45"
TN_000134,VALORANT Tier Championship 2020,G_04,2020,2,2020-02-28,2020-03-10,11,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,12331.75,0,31166.0,10925,841.23,77,TM_00143,0.3957,"$12,331.75"
TN_000135,PUBG Mobile Tier Championship 2024,G_05,2024,2,2024-02-18,2024-02-24,6,Tier 3 (B-Tier / Minor),Offline (LAN),Krafton / Tencent,Vietnam,Ho Chi Minh City,VNM,164858.17,0,113620.0,44459,1600.52,36,TM_00024,1.451,"$164,858.17"
TN_000136,Dota 2 Tier Championship 2013,G_02,2013,7,2013-07-17,2013-07-25,8,Tier 3 (B-Tier / Minor),Offline (LAN),Valve,United Kingdom,London,GBR,56209.95,1,122793.0,53125,2125.0,40,TM_00003,0.4578,"$56,209.95"
TN_000137,Mobile Legends: Bang Bang Tier Championship 2022,G_07,2022,10,2022-10-05,2022-10-11,6,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,Philippines,Manila,PHL,46119.14,0,450176.0,129029,4645.04,36,TM_00054,0.1024,"$46,119.14"
TN_000138,Free Fire Tier Championship 2013,G_14,2013,12,2013-12-06,2013-12-12,6,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,30112.35,0,51113.0,19465,700.74,36,TM_00101,0.5891,"$30,112.35"
TN_000139,Street Fighter 6 Tier Championship 2015,G_17,2015,2,2015-02-08,2015-03-02,22,Tier 1 (S-Tier / Premier),Offline (LAN),Capcom,Saudi Arabia,Riyadh,SAU,2852082.52,0,3926470.0,1635287,251834.2,154,TM_00151,0.7264,"$2,852,082.52"
TN_000140,CrossFire Tier Championship 2023,G_20,2023,6,2023-06-14,2023-06-18,4,Tier 4 (Regional / Qualifier),Offline (LAN),Smilegate,United States,Los Angeles,USA,11752.0,0,112615.0,46898,1313.14,28,TM_00142,0.1044,"$11,752.00"
TN_000141,Tekken 8 Tier Championship 2023,G_16,2023,1,2023-01-23,2023-01-28,5,Tier 4 (Regional / Qualifier),Offline (LAN),Bandai Namco,Vietnam,Ho Chi Minh City,VNM,20095.4,0,76397.0,29580,1183.2,40,TM_00059,0.263,"$20,095.40"
TN_000142,Rocket League Tier Championship 2018,G_10,2018,12,2018-12-02,2018-12-10,8,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,54881.26,0,186613.0,52351,2931.66,56,TM_00089,0.2941,TBD / Postponed
TN_000143,Arena of Valor Tier Championship 2018,G_06,2018,4,2018-04-16,2018-04-25,9,Tier 3 (B-Tier / Minor),Online,Tencent / Garena,Online,Online,GLB,110854.88,0,245550.0,73898,5320.66,72,TM_00031,0.4515,"$110,854.88"
TN_000144,League of Legends Tier Championship 2022,G_01,2022,7,2022-07-26,2022-08-09,14,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,8086.37,0,77663.0,26690,1868.3,70,TM_00002,0.1041,TBD / Postponed
TN_000145,Call of Duty: Warzone Tier Championship 2023,G_15,2023,9,2023-09-23,2023-10-10,17,Tier 2 (A-Tier / Major),Offline (LAN),PGL,United States,Seattle,USA,1138180.72,0,1525278.0,666803,90685.21,136,TM_00058,0.7462,"$1,138,180.72"
TN_000146,Rocket League Tier Championship 2015,G_10,2015,1,2015-01-02,2015-01-05,3,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,Poland,Katowice,POL,89087.1,0,211499.0,74974,1349.53,18,TM_00118,0.4212,"$89,087.10"
TN_000147,VALORANT Tier Championship 2024,G_04,2024,6,2024-06-13,2024-07-16,33,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,Indonesia,Jakarta,IDN,106769.47,0,1589426.0,654512,107994.48,165,TM_00073,0.0672,"$106,769.47"
TN_000148,Rainbow Six Siege Tier Championship 2017,G_09,2017,7,2017-07-05,2017-07-09,4,Tier 3 (B-Tier / Minor),Offline (LAN),Ubisoft,Saudi Arabia,Riyadh,SAU,151577.27,0,312049.0,102128,2859.58,28,TM_00111,0.4857,"$151,577.27"
TN_000149,League of Legends Tier Championship 2023,G_01,2023,12,2023-12-07,2023-12-11,4,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,93999.36,0,204841.0,71368,1712.83,24,TM_00007,0.4589,"$93,999.36"
TN_000150,Mobile Legends: Bang Bang Tier Championship 2016,G_07,2016,4,2016-04-09,2016-04-17,8,Tier 3 (B-Tier / Minor),Online,Moonton,Online,Online,GLB,91888.51,0,317810.0,124484,6971.1,56,TM_00175,0.2891,"$91,888.51"
TN_000151,Rocket League Tier Championship 2023,G_10,2023,1,2023-01-27,2023-02-05,9,Tier 4 (Regional / Qualifier),Online,Psyonix,Online,Online,GLB,10653.74,0,147133.0,41992,2267.57,54,TM_00124,0.0724,"$10,653.74"
TN_000152,VALORANT Tier Championship 2016,G_04,2016,7,2016-07-19,2016-08-17,29,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,United States,,USA,255290.93,0,777388.0,338312,78488.38,232,TM_00030,0.3284,"$255,290.93"
TN_000153,Counter-Strike 2 Tier Championship 2024,G_03,2024,7,2024-07-25,2024-08-27,33,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Germany,Cologne,DEU,351319.43,0,2060061.0,657883,151970.97,231,TM_00075,0.1705,"$351,319.43"
TN_000154,Rainbow Six Siege Tier Championship 2014,G_09,2014,5,2014-05-24,2014-06-10,17,Tier 2 (A-Tier / Major),Offline (LAN),Ubisoft,China,Shanghai,CHN,1052951.64,0,1029917.0,448829,45780.56,102,TM_00123,1.0224,"$1,052,951.64"
TN_000155,League of Legends Tier Championship 2020,G_01,2020,5,2020-05-18,2020-05-29,11,Tier 3 (B-Tier / Minor),Offline (LAN),Riot Games,South Korea,Seoul,KOR,44386.57,0,279159.0,117482,10338.42,88,TM_00023,0.159,"$44,386.57"
TN_000156,Fortnite Tier Championship 2021,G_08,2021,4,2021-04-11,2021-05-02,21,Tier 2 (A-Tier / Major),Offline (LAN),Epic Games,Vietnam,Ho Chi Minh City,VNM,188164.35,0,1711569.0,568629,95529.67,168,TM_00046,0.1099,"$188,164.35"
TN_000157,Teamfight Tactics Tier Championship 2022,G_19,2022,11,2022-11-18,2022-11-27,9,Tier 4 (Regional / Qualifier),Offline (LAN),Riot Games,Germany,Cologne,DEU,5194.68,0,103770.0,45757,2059.07,45,TM_00079,0.0501,"$5,194.68"
TN_000158,Counter-Strike 2 Tier Championship 2020,G_03,2020,4,2020-04-08,2020-04-20,12,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,Thailand,,THA,57277.16,0,330516.0,129785,7787.1,60,TM_00102,0.1733,"$57,277.16"
TN_000159,League of Legends Tier Championship 2016,G_01,2016,2,2016-02-22,2016-03-03,10,Tier 4 (Regional / Qualifier),Offline (LAN),ESL FACEIT Group,Thailand,Bangkok,THA,15596.91,0,74271.0,31225,1561.25,50,TM_00018,0.21,"$15,596.91"
TN_000160,Teamfight Tactics Tier Championship 2018,G_19,2018,9,2018-09-12,2018-09-24,12,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,57072.2,0,130025.0,48878,2932.68,60,TM_00065,0.4389,"$57,072.20"
TN_000161,CrossFire Tier Championship 2021,G_20,2021,5,2021-05-10,2021-05-22,12,Tier 4 (Regional / Qualifier),Online,Smilegate,Online,Online,GLB,12840.99,0,114032.0,43621,3140.71,72,TM_00150,0.1126,"$12,840.99"
TN_000162,Counter-Strike 2 Tier Championship 2017,G_03,2017,1,2017-01-23,2017-02-14,22,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,Saudi Arabia,Riyadh,SAU,4609524.33,0,5622864.0,2379273,314064.04,132,TM_00144,0.8198,"$4,609,524.33"
TN_000163,League of Legends Tier Championship 2021,G_01,2021,7,2021-07-25,2021-08-06,12,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,35720.93,0,113046.0,43461,4172.26,96,TM_00023,0.316,"$35,720.93"
TN_000164,Fortnite Tier Championship 2015,G_08,2015,10,2015-10-19,2015-11-01,13,Tier 3 (B-Tier / Minor),Offline (LAN),BLAST,Indonesia,Jakarta,IDN,202459.57,0,141553.0,39962,4156.05,104,TM_00037,1.4303,"$202,459.57"
TN_000165,Rocket League Tier Championship 2020,G_10,2020,2,2020-02-17,2020-03-06,18,Tier 1 (S-Tier / Premier),Offline (LAN),Psyonix,Vietnam,Ho Chi Minh City,VNM,2058186.57,0,4495355.0,1501950,189245.7,126,TM_00166,0.4578,"$2,058,186.57"
TN_000166,Street Fighter 6 Tier Championship 2020,G_17,2020,10,2020-10-13,2020-10-31,18,Tier 2 (A-Tier / Major),Offline (LAN),Capcom,France,Paris,FRA,359497.35,0,419474.0,137581,17335.21,126,TM_00154,0.857,"$359,497.35"
TN_000167,Mobile Legends: Bang Bang Tier Championship 2014,G_07,2014,10,2014-10-04,2014-10-11,7,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,14077.01,0,35376.0,11047,386.64,35,TM_00087,0.3979,"$14,077.01"
TN_000168,Apex Legends Tier Championship 2022,G_12,2022,9,2022-09-10,2022-09-29,19,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Poland,,POL,245062.18,0,,859681,81669.7,95,TM_00145,0.1043,"$245,062.18"
TN_000169,Apex Legends Tier Championship 2019,G_12,2019,3,2019-03-27,2019-04-19,23,Tier 2 (A-Tier / Major),Offline (LAN),PGL,France,,FRA,169679.09,0,,357063,65699.59,184,TM_00085,0.142,"$169,679.09"
TN_000170,Apex Legends Tier Championship 2015,G_12,2015,7,2015-07-19,2015-08-15,27,Tier 1 (S-Tier / Premier),Offline (LAN),EA / Respawn,China,Shanghai,CHN,6465420.76,0,1702900.0,591541,79858.04,135,TM_00085,3.7967,"$6,465,420.76"
TN_000171,Counter-Strike 2 Tier Championship 2024,G_03,2024,9,2024-09-16,2024-10-12,26,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Germany,Cologne,DEU,236580.95,0,2317003.0,964536,125389.68,130,TM_00144,0.1021,"$236,580.95"
TN_000172,Counter-Strike 2 Tier Championship 2019,G_03,2019,8,2019-08-25,2019-09-08,14,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Philippines,Manila,PHL,588195.97,0,544695.0,236365,26472.88,112,TM_00102,1.0799,"$588,195.97"
TN_000173,VALORANT Tier Championship 2020,G_04,2020,3,2020-03-24,2020-04-16,23,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Poland,Katowice,POL,374073.73,0,1777417.0,501405,69193.89,138,TM_00017,0.2105,"$374,073.73"
TN_000174,PUBG: Battlegrounds Tier Championship 2018,G_18,2018,9,2018-09-20,2018-09-26,6,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,96174.75,0,104646.0,37382,1570.04,42,TM_00119,0.919,"$96,174.75"
TN_000175,Street Fighter 6 Tier Championship 2020,G_17,2020,11,2020-11-08,2020-12-13,35,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Germany,Cologne,DEU,1199026.13,0,1815957.0,605824,106019.2,175,TM_00151,0.6603,"$1,199,026.13"
TN_000176,Arena of Valor Tier Championship 2020,G_06,2020,5,2020-05-27,2020-05-30,3,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,153418.93,0,329827.0,111089,2666.14,24,TM_00081,0.4651,"$153,418.93"
TN_000177,League of Legends Tier Championship 2022,G_01,2022,11,2022-11-04,2022-11-09,5,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,9671.84,0,138803.0,50280,2011.2,40,TM_00072,0.0697,"$9,671.84"
TN_000178,CrossFire Tier Championship 2017,G_20,2017,6,2017-06-01,2017-06-10,9,Tier 3 (B-Tier / Minor),Offline (LAN),Smilegate,Germany,Cologne,DEU,30029.11,0,117961.0,46946,2957.6,63,TM_00109,0.2546,"$30,029.11"
TN_000179,Arena of Valor Tier Championship 2012,G_06,2012,9,2012-09-22,2012-10-19,27,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,Germany,Cologne,DEU,145416.6,0,242526.0,93756,17719.88,189,TM_00033,0.5996,"$145,416.60"
TN_000180,Free Fire Tier Championship 2016,G_14,2016,2,2016-02-26,2016-03-29,32,Tier 1 (S-Tier / Premier),Offline (LAN),Garena,Indonesia,Jakarta,IDN,3263159.89,0,4305445.0,1790081,458260.74,256,TM_00040,0.7579,"$3,263,159.89"
TN_000181,Free Fire Tier Championship 2021,G_14,2021,6,2021-06-14,2021-07-04,20,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,United States,Los Angeles,USA,785925.91,0,2159570.0,692447,110791.52,160,TM_00157,0.3639,"$785,925.91"
TN_000182,Call of Duty: Warzone Tier Championship 2023,G_15,2023,7,2023-07-04,2023-07-24,20,Tier 2 (A-Tier / Major),Offline (LAN),Activision,Germany,Cologne,DEU,277787.39,0,1457825.0,409879,57383.06,140,TM_00058,0.1905,"$277,787.39"
TN_000183,PUBG Mobile Tier Championship 2017,G_05,2017,10,2017-10-11,2017-11-02,22,Tier 2 (A-Tier / Major),Offline (LAN),Krafton / Tencent,United States,Seattle,USA,781284.42,0,784530.0,311736,41149.15,132,TM_00024,0.9959,"$781,284.42"
TN_000184,League of Legends Tier Championship 2022,G_01,2022,5,2022-05-13,2022-06-03,21,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Germany,Cologne,DEU,669028.42,0,1565445.0,700874,103028.48,147,TM_00020,0.4274,"$669,028.42"
TN_000185,Fortnite Tier Championship 2013,G_08,2013,9,2013-09-09,2013-09-22,13,Tier 3 (B-Tier / Minor),Online,Epic Games,Online,Online,GLB,240637.09,0,130213.0,46836,3044.34,65,TM_00171,1.848,"$240,637.09"
TN_000186,Arena of Valor Tier Championship 2018,G_06,2018,1,2018-01-27,2018-02-06,10,Tier 3 (B-Tier / Minor),Offline (LAN),PGL,Germany,Berlin,DEU,74680.05,0,285084.0,81435,4071.75,50,TM_00031,0.262,"$74,680.05"
TN_000187,Fortnite Tier Championship 2019,G_08,2019,1,2019-01-22,2019-02-24,33,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Philippines,Manila,PHL,265294.55,0,833429.0,355501,93852.26,264,TM_00112,0.3183,"$265,294.55"
TN_000188,Arena of Valor Tier Championship 2022,G_06,2022,2,2022-02-02,2022-02-28,26,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,United States,Seattle,USA,173698.49,0,2566664.0,735664,114763.58,156,TM_00033,0.0677,"$173,698.49"
TN_000189,Street Fighter 6 Tier Championship 2024,G_17,2024,2,2024-02-03,2024-03-07,33,Tier 2 (A-Tier / Major),Offline (LAN),Capcom,Poland,Katowice,POL,785056.69,0,1696969.0,510311,117881.84,231,TM_00149,0.4626,"$785,056.69"
TN_000190,Tekken 8 Tier Championship 2016,G_16,2016,1,2016-01-02,2016-01-06,4,Tier 3 (B-Tier / Minor),Online,Bandai Namco,Online,Online,GLB,126248.76,0,183400.0,60194,1926.21,32,TM_00160,0.6884,"$126,248.76"
TN_000191,Mobile Legends: Bang Bang Tier Championship 2013,G_07,2013,9,2013-09-02,2013-09-14,12,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,47142.98,0,77104.0,30776,2585.18,84,TM_00122,0.6114,"$47,142.98"
TN_000192,Dota 2 Tier Championship 2018,G_02,2018,2,2018-02-10,2018-02-23,13,Tier 3 (B-Tier / Minor),Online,Valve,Online,Online,GLB,102457.55,1,119952.0,43328,2816.32,65,TM_00029,0.8542,"$102,457.55"
TN_000193,PUBG Mobile Tier Championship 2019,G_05,2019,12,2019-12-11,2020-01-08,28,Tier 2 (A-Tier / Major),Offline (LAN),Garena,China,Shanghai,CHN,194895.81,0,1488710.0,568926,95579.57,168,TM_00139,0.1309,"$194,895.81"
TN_000194,Overwatch 2 Tier Championship 2018,G_11,2018,11,2018-11-17,2018-12-19,32,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Poland,Katowice,POL,155715.5,0,575863.0,190412,48745.47,256,TM_00110,0.2704,"$155,715.50"
TN_000195,Counter-Strike 2 Tier Championship 2015,G_03,2015,11,2015-11-05,2015-11-19,14,Tier 3 (B-Tier / Minor),Offline (LAN),Valve,China,Shanghai,CHN,42977.96,0,174046.0,65986,6466.63,98,TM_00102,0.2469,"$42,977.96"
TN_000196,VALORANT Tier Championship 2018,G_04,2018,4,2018-04-21,2018-04-28,7,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,13286.7,0,61499.0,22913,1122.74,49,TM_00042,0.216,"$13,286.70"
TN_000197,Arena of Valor Tier Championship 2018,G_06,2018,1,2018-01-16,2018-01-26,10,Tier 4 (Regional / Qualifier),Online,Tencent / Garena,Online,Online,GLB,50646.87,0,119381.0,38544,3083.52,80,TM_00081,0.4242,"$50,646.87"
TN_000198,League of Legends Tier Championship 2021,G_01,2021,10,2021-10-10,2021-10-15,5,Tier 3 (B-Tier / Minor),Offline (LAN),Riot Games,Indonesia,Jakarta,IDN,179232.4,0,305712.0,103269,2581.72,25,TM_00001,0.5863,"$179,232.40"
TN_000199,PUBG: Battlegrounds Tier Championship 2023,G_18,2023,12,2023-12-15,2024-01-10,26,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Germany,Cologne,DEU,516976.29,0,2084418.0,619561,96651.52,156,TM_00095,0.248,"$516,976.29"
TN_000200,PUBG: Battlegrounds Tier Championship 2015,G_18,2015,10,2015-10-05,2015-10-08,3,Tier 3 (B-Tier / Minor),Offline (LAN),Krafton,Thailand,Bangkok,THA,42607.45,0,182591.0,76118,1141.77,15,TM_00140,0.2333,
TN_000201,PUBG Mobile Tier Championship 2019,G_05,2019,12,2019-12-28,2020-01-11,14,Tier 3 (B-Tier / Minor),Offline (LAN),Krafton / Tencent,United Kingdom,London,GBR,83386.62,0,119907.0,43429,4864.05,112,TM_00024,0.6954,"$83,386.62"
TN_000202,Fortnite Tier Championship 2014,G_08,2014,7,2014-07-02,2014-08-03,32,Tier 1 (S-Tier / Premier),Offline (LAN),Moonton,Germany,Berlin,DEU,1940188.27,0,3322202.0,1406882,225101.12,160,TM_00083,0.584,"$1,940,188.27"
TN_000203,Arena of Valor Tier Championship 2018,G_06,2018,5,2018-05-01,2018-05-31,30,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Indonesia,Jakarta,IDN,165113.83,0,986120.0,295107,61972.47,210,TM_00011,0.1674,TBD / Postponed
TN_000204,Rainbow Six Siege Tier Championship 2020,G_09,2020,2,2020-02-07,2020-02-13,6,Tier 3 (B-Tier / Minor),Offline (LAN),Ubisoft,Poland,Katowice,POL,50346.95,0,178770.0,59665,2863.92,48,TM_00049,0.2816,"$50,346.95"
